"name","alt_name","ra","dec","vmag","multiple","class","bv_color","parallax","spect_code","spect_type","parsec","amag","temp","L","R"
"HR 2022","Pi Men","05 37 09.79","-80 28 09.1",5.65,"","STAR G1V",0.6,0.044,"","G1V",22.7272727272727,3.86726338243094,5967.54345019065,2.42713899072942,1.47167574077229
"HR 6102","Gam Aps","16 33 27.00","-78 53 49.9",3.89,"","STAR G8III",0.91,0.056,"","G8-K0III",17.8571428571429,2.630940135031,4969.76118064274,7.57921009765585,3.74970344042464
"HR 8254","Nu Oct","21 41 28.49","-77 23 24.0",3.76,"A","STAR K0III",1,0.053,"","K0III",18.8679245283019,2.38137934800394,4742.73817785268,9.53780108515142,4.61872193927474
"HR 98","Bet Hyi","00 25 45.10","-77 15 15.1",2.8,"","STAR G2IV",0.62,0.153,"","G2IV",6.5359477124183,3.72345715408799,5890.32201232126,2.77087630205578,1.61393664080957
"HR 3318","Alp Cha","08 18 31.61","-76 55 10.9",4.07,"","STAR F5III",0.39,0.053,"","F5III",18.8679245283019,2.69137934800395,6933.9434519686,7.16882965419149,1.87335259568824
"HR 5279","","14 08 27.10","-74 51 01.1",6.02,"","STAR G2IV",0.58,0.041,"","G2-3IV",24.390243902439,4.08391928359868,6046.97292442445,1.98807281395666,1.29716756948026
"HR 2261","Alp Men","06 10 14.40","-74 45 11.2",5.09,"","STAR G6V",0.72,0.115,"","G6V",8.69565217391304,5.39348920176806,5534.19669646673,0.595119689750547,0.847322941518677
"HR 4102","","10 24 23.71","-74 01 54.1",4,"","STAR F2IV",0.35,0.086,"","F2IV",11.6279069767442,3.67249225621784,7158.20244822872,2.90404336686119,1.11879259184323
"HR 8061","","21 09 22.30","-73 10 23.2",5.68,"W","STAR F8V",0.59,0.048,"","F8-G0V",20.8333333333333,4.08620618687794,6006.97602123838,1.98388971187012,1.31311557658272
"HR 939","The Hyi","03 02 15.41","-71 54 09.0",5.53,"W","STAR B3V",-0.14,0.103,"","B3V+A0IV",9.70873786407767,5.59418612352586,12292.5194212436,0.494681365114311,0.156580240646179
"HR 6098","Zet TrA","16 28 28.10","-70 05 03.8",4.91,"","STAR F9V",0.55,0.094,"","F9V",10.6382978723404,4.77563926799849,6170.47967033232,1.05134267403795,0.905920905822486
"HR 377","Kap Tuc","01 15 46.10","-68 52 34.0",4.86,"W","STAR F6IV",0.47,0.061,"","F6IV",16.3934426229508,3.78664917505384,6528.15538382991,2.61420914747908,1.27627771504948
"HR 3712","","09 17 17.21","-68 41 21.8",5.39,"W","STAR F4V",0.42,0.058,"","F4V",17.2413793103448,4.20713996781469,6775.50181903304,1.77477790304351,0.976214066318151
"HR 705","Del Hyi","02 21 44.90","-68 39 33.8",4.09,"","STAR A3V",0.03,0.05,"","A3V",20,2.58485002168009,9765.80348463867,7.90787856044745,0.991904866853185
"HR 4671","Eps Mus","12 17 34.10","-67 57 38.9",4.11,"","STAR M5III",1.58,0.046,"","M5III",21.7391304347826,2.42378915840787,3677.01462878403,9.17242853304715,7.53541959349513
"HR 5443","","14 37 46.30","-67 55 55.9",6.04,"","STAR F7V",0.5,0.051,"","F7V",19.6078431372549,4.57785088048968,6388.88888888889,1.26141981204582,0.925625137816184
"HR 7644","","20 05 32.81","-67 19 14.9",6.07,"","STAR G3V",0.64,0.054,"","G3V",18.5185185185185,4.73196879911484,5815.21365745919,1.09449171985623,1.0407127510201
"HR 3615","Alp Vol","09 02 26.81","-66 23 46.0",4,"","STAR A2IV",0.14,0.051,"","A2-3IVm",19.6078431372549,2.53785088048968,8658.47297933912,8.2577103965034,1.2894461181746
"HR 5771","Eps TrA","15 36 43.20","-66 19 00.8",4.11,"W","STAR K1III",1.17,0.038,"","K1-2III",26.3157894736842,2.00891798308405,4368.44640044032,13.441037933468,6.46276504985079
"HR 7665","Del Pav","20 08 43.61","-66 10 54.8",3.56,"","STAR G6IV",0.76,0.17,"","G6-8IV",5.88235294117647,4.71224460689137,5404.26756361682,1.11455667518458,1.21599945534158
"HR 3347","Bet Vol","08 25 44.21","-66 08 12.8",3.77,"","STAR K1III",1.13,0.042,"","K1III",23.8095238095238,1.8862464519895,4450.82946700581,15.0487843649407,6.58756308799956
"HR 187","Rho Tuc","00 42 28.39","-65 28 05.2",5.39,"","STAR F6V",0.5,0.038,"","F6V",26.3157894736842,3.28891798308405,6388.88888888889,4.13459339739499,1.67579820156575
"HR 8181","Gam Pav","21 26 26.59","-65 21 58.0",4.22,"","STAR F6V",0.49,0.111,"","F6V",9.00900900900901,4.44661489393329,6434.59264125922,1.42348876052411,0.969372940382459
"HR 5463","Alp Cir","14 42 30.41","-64 58 31.1",3.19,"W","STAR A0",0.24,0.056,"","ApSrEuCr:",17.8571428571429,1.930940135031,7865.81550424399,14.4418871142736,2.06623849703978
"HR 77","Zet Tuc","00 20 04.30","-64 52 28.9",4.23,"","STAR F9V",0.58,0.134,"","F9V",7.46268656716418,4.86552399182404,6046.97292442445,0.967810664262293,0.905055351551754
"HR 1175","Bet Ret","03 44 12.00","-64 48 24.8",3.85,"W","STAR K2III",1.13,0.042,"","K2+III",23.8095238095238,1.9662464519895,4450.82946700581,13.9798148369294,6.34928449916792
"HR 4616","Eta Cru","12 06 52.90","-64 36 49.0",4.15,"W","STAR F2III",0.34,0.053,"","F2III",18.8679245283019,2.77137934800395,7216.76297425465,6.65960178129512,1.66684506740506
"HR 1294","","04 07 21.60","-64 13 21.0",6.38,"","STAR G3V",0.64,0.038,"","G3V",26.3157894736842,4.27891798308405,5815.21365745919,1.66124163367001,1.2821565013814
"HR 4413","","11 25 43.20","-63 58 22.1",5.17,"","STAR F7V",0.5,0.04,"","F7V",25,3.18029995663981,6388.88888888889,4.56961927177136,1.76175423964968
"HR 5897","Bet TrA","15 55 08.50","-63 25 50.2",2.85,"W","STAR F2III",0.29,0.083,"","F2III",12.0481927710843,2.44539046188037,7526.0143827317,8.99174154560577,1.78093392493335
"HR 2102","","05 54 06.10","-63 05 24.0",4.65,"","STAR K1III",1.05,0.048,"","K1III-IV",20.8333333333333,3.05620618687794,4625.80966805384,5.12291942557174,3.55827271790816
"HR 136","Bet3Tuc","00 32 43.80","-63 01 52.0",5.09,"W","STAR A0V",0.04,0.049,"","A0V",20.4081632653061,3.54098040014257,9652.20313612445,3.27799162721824,0.653742922958839
"HR 1083","Kap Ret","03 29 22.70","-62 56 15.0",4.72,"W","STAR F5IV",0.4,0.06,"","F5IV-V",16.6666666666667,3.61075625191822,6880.24181865167,3.07395495549352,1.24594058189033
"HR 1006","Zet1Ret","03 17 46.20","-62 34 31.1",5.54,"W","STAR G2V",0.64,0.097,"","G2.5VFe1Hdel 1",10.3092783505155,5.47385867133123,5815.21365745919,0.552658089630689,0.739525069981968
"HR 1010","Zet2Ret","03 18 12.89","-62 30 23.0",5.24,"W","STAR G1V",0.6,0.091,"","G1V",10.989010989011,5.03520696160547,5967.54345019065,0.827784357508346,0.859455539580385
"HR 4325","","11 06 32.40","-62 25 27.1",4.61,"","STAR G8III",1.03,0.055,"","G8III",18.1818181818182,3.31181344747122,4671.84461782582,4.04831801409933,3.10110533106732
"HR 6761","Iot Pav","18 10 26.11","-62 00 07.9",5.49,"","STAR G0V",0.58,0.053,"","G0V",18.8679245283019,4.11137934800395,6046.97292442445,1.93842169043226,1.28086709652566
"HR 2550","Alp Pic","06 48 11.40","-61 56 29.0",3.27,"","STAR A7IV",0.21,0.052,"","A7IV",19.2307692307692,1.850016718174,8086.41360089684,15.5594167301939,2.0292742386261
"HR 591","Alp Hyi","01 58 46.20","-61 34 10.9",2.86,"","STAR F0V",0.28,0.048,"","F0V",20.8333333333333,1.26620618687794,7591.3840138372,26.6389759186109,3.01281751739481
"HR 3220","","08 09 00.70","-61 18 09.0",4.76,"","STAR F5V",0.43,0.055,"","F5V",18.1818181818182,3.46181344747122,6724.41765680052,3.52593759084383,1.39695989407363
"HR 5460","Toliman","14 39 36.10","-60 50 08.2",1.33,"W","STAR K1V",0.88,0.751,"","K1V",1.33155792276964,5.70819968502084,5050.64469616304,0.445369145003214,0.880080532874718
"HR 5459","Rigil Kentaurus","14 39 35.90","-60 50 07.1",-0.01,"W","STAR G2V",0.71,0.751,"","G2V",1.33155792276964,4.36819968502084,5567.72873739779,1.53010109515226,1.34233190876211
"HR 7875","Phi2Pav","20 40 02.59","-60 32 56.0",5.12,"","STAR F8V",0.53,0.048,"","F8V",20.8333333333333,3.52620618687794,6255.88488807297,3.32290193971899,1.56688546550897
"HR 3138","","07 57 46.90","-60 18 11.9",5.6,"W","STAR G0V",0.57,0.062,"","G0V",16.1290322580645,4.56195844749127,6087.54696175448,1.28001960374987,1.02702176760779
"HR 4164","","10 36 20.30","-59 33 52.9",5.08,"","STAR K1III",1.18,0.038,"","K1III",26.3157894736842,2.97891798308405,4348.3479227935,5.50088805210721,4.17276396054956
"HR 176","","00 40 26.40","-59 27 15.8",5.89,"","STAR G1V",0.55,0.058,"","G1V",17.2413793103448,4.70713996781469,6170.47967033232,1.11980915274646,0.934953780374354
"HR 1355","Eps Ret","04 16 28.90","-59 18 06.8",4.44,"W","STAR K2IV",1.08,0.067,"","K2IVa",14.9253731343284,3.57037401350413,4558.52017577352,3.19043862613843,2.89156807925455
"HR 2274","","06 16 18.50","-59 12 49.0",6.43,"W","STAR G0V",0.59,0.043,"","G0V",23.2558139534884,4.59734227789793,6006.97602123838,1.23897655639144,1.0377093620661
"HR 4989","","13 14 14.81","-59 06 11.9",4.92,"W","STAR F7IV",0.48,0.053,"","F7IV",18.8679245283019,3.54137934800394,6481.0089238789,3.27678736829182,1.44975587924763
"HR 3598","","08 59 24.10","-59 05 01.0",5.16,"W","STAR F3V",0.42,0.054,"","F3V",18.5185185185185,3.82196879911484,6775.50181903304,2.53053576861831,1.16567986496998
"HR 1504","","04 40 18.29","-58 56 37.0",6.53,"W","STAR G5V",0.68,0.064,"","G5V",15.625,5.56089986991944,5670.98353386583,0.510082063196787,0.747066462833268
"HR 4257","","10 53 29.59","-58 51 11.9",3.78,"W","STAR K1III",0.95,0.059,"","K1III",16.9491525423729,2.63426005821072,4866.08438415667,7.5560700715179,3.90521279639633
"HR 5670","Bet Cir","15 17 30.79","-58 48 04.0",4.07,"","STAR A3V",0.09,0.053,"","A3V",18.8679245283019,2.69137934800395,9125.4584852998,7.16882965419149,1.08161009032363
"HR 8848","Gam Tuc","23 17 25.80","-58 14 08.9",3.99,"","STAR F1III",0.4,0.043,"","F1III",23.2558139534884,2.15734227789793,6880.24181865167,11.723656597186,2.43321299036158
"HR 8531","","22 24 56.40","-57 47 49.9",5.32,"W","STAR G3IV",0.67,0.058,"","G3IV",17.2413793103448,4.13713996781469,5706.31890614856,1.89297122743138,1.42139870415481
"HR 1674","Zet Dor","05 05 30.60","-57 28 22.1",4.72,"","STAR F7V",0.52,0.085,"","F7V",11.7647058823529,4.36709462857146,6299.551258613,1.53165921657808,1.04910228573443
"HR 191","Eta Phe","00 43 21.19","-57 27 47.2",4.36,"W","STAR A0IV",0,0.046,"","A0IV",21.7391304347826,2.67378915840787,10125.2371916509,7.28591896478997,0.885702242066996
"HR 1405","","04 24 12.19","-57 04 17.0",6.29,"W","STAR G4V",0.66,0.042,"","G4V",23.8095238095238,4.4062464519895,5742.12894230995,1.47741130952318,1.24011173047114
"HR 8387","Eps Ind","22 03 21.60","-56 47 10.0",4.69,"","STAR K4V",1.06,0.285,"","K4-5V",3.50877192982456,6.96422430004255,4603.14856051408,0.140058760950869,0.594156899081192
"HR 486","","01 39 47.40","-56 11 53.2",5.87,"W","STAR K0V",0.9,0.152,"","K0V",6.57894736842105,6.77921793972386,4996.41583327505,0.166078274537863,0.549155385852983
"HR 487","","01 39 47.81","-56 11 40.9",5.76,"W","STAR K5V",0.87,0.152,"","K5V",6.57894736842105,6.66921793972386,5078.23000643186,0.183786168605572,0.559226398844795
"HR 6285","Zet Ara","16 58 37.20","-55 59 25.1",3.13,"","STAR K3III",1.6,0.044,"","K3III",22.7272727272727,1.34726338243094,3649.04192757373,24.7226287356735,12.5616186193842
"HR 3485","Alsephina","08 44 42.19","-54 42 29.9",1.96,"W","STAR A1V",0.04,0.051,"","A1V",19.6078431372549,0.497850880489682,9652.20313612445,54.0579594052255,2.65480669633625
"HR 6549","Pi Ara","17 38 05.59","-54 30 01.1",5.25,"","STAR A5IV",0.2,0.057,"","A5IV-V",17.5438596491228,4.02937427836246,8163.00662293627,2.09050056207197,0.729929361811767
"HR 4134","","10 31 21.79","-53 42 56.2",4.89,"W","STAR F6V",0.5,0.05,"","F6V",20,3.38485002168009,6388.88888888889,3.78494864546317,1.60337575515247
"HR 8501","","22 18 15.60","-53 37 40.1",5.37,"W","STAR G3V",0.6,0.083,"","G3V",12.0481927710843,4.96539046188037,5967.54345019065,0.88276237665658,0.887537506720805
"HR 8140","The Ind","21 19 52.01","-53 26 58.9",4.39,"W","STAR A5V",0.19,0.043,"","A5V",23.2558139534884,2.55734227789793,8241.21457706369,8.11078872635141,1.4106039234688
"HR 6314","Eps2Ara","17 03 08.81","-53 14 12.8",5.29,"W","STAR F6V",0.48,0.039,"","F6V",25.6410256410256,3.2453230351325,6481.0089238789,4.30398536533383,1.66152217261179
"HR 8747","Zet Gru","23 00 52.80","-52 45 15.1",4.12,"","STAR G8III",0.98,0.039,"","G8-K0III",25.6410256410256,2.0753230351325,4791.27622506509,12.6436011105204,5.21061471175754
"HR 140","","00 34 27.79","-52 22 23.2",5.57,"","STAR F3IV",0.47,0.038,"","F3IV-V",26.3157894736842,3.46891798308405,6528.15538382991,3.50294087259774,1.47737730936935
"HR 2813","","07 20 21.41","-52 18 42.1",6.05,"W","STAR F0IV",0.42,0.038,"","F0-2IV-V",26.3157894736842,3.94891798308405,6775.50181903304,2.25129707330633,1.09948537802016
"HR 2814","","07 20 21.70","-52 18 34.9",6.6,"W","STAR G0V",0.59,0.038,"","G0V:e",26.3157894736842,4.49891798308405,6006.97602123838,1.35654063262188,1.08582689325759
"HR 5649","Zet Lup","15 12 17.09","-52 05 57.1",3.41,"W","STAR G8III",0.92,0.043,"","G8III",23.2558139534884,1.57734227789793,4943.40586987027,20.0015240551794,6.1565157335351
"HR 7920","Eta Ind","20 44 02.30","-51 55 16.0",4.51,"","STAR A7III",0.27,0.049,"v","A7III-IV-A9",20.4081632653061,2.96098040014257,7658.00962861164,5.59252378649673,1.35652590268802
"HR 6585","Cervantes","17 44 08.71","-51 50 03.1",5.15,"","STAR G3IV",0.7,0.077,"","G3IV-V",12.987012987013,4.58245362586241,5601.69784421307,1.25608361259232,1.20150588806269
"HR 573","","01 57 00.10","-51 45 58.0",6.1,"","STAR F6V",0.48,0.056,"","F6-7V",17.8571428571429,4.840940135031,6481.0089238789,0.989974358459297,0.796861273647242
"HR 566","Chi Eri","01 55 57.50","-51 36 32.0",3.7,"W","STAR G8III",0.85,0.058,"","G8IIIbCNIV",17.2413793103448,2.51713996781469,5134.37118149392,8.41674196135368,3.7021453817019
"HR 1338","Gam Dor","04 16 01.61","-51 29 12.1",4.25,"","STAR F4III",0.3,0.061,"","F4III",16.3934426229508,3.17664917505384,7461.86379410064,4.58501045149993,1.29369386145981
"HR 8675","Eps Gru","22 48 33.31","-51 19 00.8",3.49,"","STAR A3V",0.08,0.044,"","A3V",22.7272727272727,1.70726338243094,9225.6595386702,17.7457617716877,1.66497786315473
"HR 2020","Bet Pic","05 47 17.11","-51 03 59.0",3.85,"","STAR A5V",0.17,0.061,"","A5V",16.3934426229508,2.77664917505384,8402.69528332079,6.62735645588374,1.22656035453406
"HR 637","","02 10 25.61","-50 49 27.8",6.12,"","STAR K1V",0.82,0.09,"","K1V",11.1111111111111,5.89121254719662,5221.10015435917,0.376283332052837,0.756988757012045
"HR 810","Iot Hor","02 42 33.50","-50 48 01.1",5.41,"","STAR G0V",0.56,0.069,"","G0V",14.4927536231884,4.60424545368628,6128.71133670347,1.23112405905068,0.993730371465205
"HR 6072","Gam2Nor","16 19 50.40","-50 09 20.2",4.02,"W","STAR G8III",1.08,0.044,"","G8III",22.7272727272727,2.23726338243094,4558.52017577352,10.8916743281678,5.34263553040385
"HR 7766","","20 21 40.99","-49 59 57.8",6.27,"","STAR G0V",0.55,0.045,"","G0V",22.2222222222222,4.53606256887672,6170.47967033232,1.3109163269015,1.01159254880934
"HR 6569","Lam Ara","17 40 23.59","-49 24 56.2",4.77,"","STAR F3IV",0.4,0.044,"","F3IV",22.7272727272727,2.98726338243094,6880.24181865167,5.45876812610361,1.66033569780351
"HR 1649","Eta1Pic","05 02 48.60","-49 09 05.0",5.38,"W","STAR F2V",0.42,0.055,"","F2V",18.1818181818182,4.08181344747122,6775.50181903304,1.99193251594829,1.03421388748137
"HR 6","","00 06 19.01","-49 04 30.0",5.7,"W","STAR G1IV",0.52,0.05,"","G1IV",20,4.19485002168009,6299.551258613,1.79498155973253,1.13570818210091
"HR 4734","","12 26 48.19","-48 54 47.9",6.26,"","STAR G3V",0.68,0.04,"","G3-5V",25,4.27029995663981,5670.98353386583,1.6744802030119,1.35356533419759
"HR 5566","","14 58 08.81","-48 51 47.2",6.35,"","STAR G3V",0.71,0.051,"","G3-5V",19.6078431372549,4.88785088048968,5567.72873739779,0.948112009701784,1.0566463930903
"HR 2290","","06 20 06.10","-48 44 28.0",6.6,"","STAR G3V",0.66,0.041,"","G3V",24.390243902439,4.66391928359868,5742.12894230995,1.1652853500928,1.10135226497461
"HR 8700","Tau1Gru","22 53 37.90","-48 35 53.2",6.04,"","STAR G0V",0.62,0.042,"","G0V",23.8095238095238,4.1562464519895,5890.32201232126,1.85995064123083,1.32229581008953
"HR 5699","Nu 2Lup","15 21 48.19","-48 19 04.1",5.65,"","STAR G3V",0.65,0.066,"","G3-5V",15.1515151515152,4.74771967770934,5778.42373106621,1.07872844032418,1.04638927747607
"HR 4167","","10 37 18.10","-48 13 32.9",3.84,"W","STAR F4IV",0.3,0.04,"","F4IV+F3",25,1.85029995663981,7461.86379410064,15.5553582392649,2.38287555000241
"HR 209","","00 45 45.60","-47 33 06.1",5.8,"W","STAR G1V",0.64,0.049,"","G1V",20.4081632653061,4.25098040014257,5815.21365745919,1.70454252282387,1.29875895618506
"HR 8323","","21 48 15.79","-47 18 13.0",5.58,"W","STAR G0V",0.6,0.073,"","G0V",13.6986301369863,4.89661430060228,5967.54345019065,0.940490211347856,0.916098026055581
"HR 7869","Alp Ind","20 37 34.01","-47 17 29.0",3.11,"W","STAR K0III",1,0.046,"","K0IIICNIII-IV",21.7391304347826,1.42378915840787,4742.73817785268,23.0400987761525,7.17860166169452
"HR 8635","","22 42 36.89","-47 12 38.2",5.98,"W","STAR G0V",0.58,0.067,"","G0V",14.9253731343284,5.11037401350413,6046.97292442445,0.772414458571021,0.808546751053181
"HR 8425","Alnair","22 08 13.99","-46 57 40.0",1.74,"W","STAR B7IV",-0.13,0.057,"e","B7IV",17.5438596491228,0.519374278362458,12103.3014135389,52.9968782698063,1.67175809097761
"HR 2740","","07 12 33.60","-46 45 33.8",4.49,"","STAR F0IV",0.32,0.048,"","F0IV",20.8333333333333,2.89620618687794,7337.07925498482,5.93632302775976,1.52253866036782
"HR 6416","","17 19 03.19","-46 38 02.0",5.48,"W","STAR G8V",0.8,0.131,"","G8-K0V",7.63358778625954,6.06635647827882,5280.67192699478,0.320226603261829,0.682662925833819
"HR 2548","","06 49 54.60","-46 36 52.9",5.14,"","STAR F5V",0.45,0.049,"","F5V",20.4081632653061,3.59098040014257,6624.71247225369,3.13045770103376,1.35620655713046
"HR 25","Eps Phe","00 09 24.70","-45 44 51.0",3.88,"","STAR K0III",1.03,0.066,"","K0III",15.1515151515152,2.97771967770934,4671.84461782582,5.50696262401168,3.61688975610348
"HR 370","Nu Phe","01 15 11.09","-45 31 53.0",4.96,"","STAR F8V",0.58,0.069,"","F8V",14.4927536231884,4.15424545368628,6046.97292442445,1.8633816677966,1.25582998492097
"HR 2157","","06 04 28.39","-45 02 12.1",6.35,"W","STAR G0IV",0.52,0.042,"","G0IV-V",23.8095238095238,4.4662464519895,6299.551258613,1.39798148369294,1.00227631728649
"HR 5825","","15 41 11.30","-44 39 40.0",4.64,"","STAR F5IV",0.4,0.06,"","F5IV-V",16.6666666666667,3.53075625191822,6880.24181865167,3.30900557785382,1.29269875813205
"HR 4903","","12 54 58.49","-44 09 06.8",5.89,"","STAR G1V",0.64,0.044,"","G1V",22.7272727272727,4.10726338243094,5815.21365745919,1.94578408566069,1.38762449942716
"HR 7943","Iot Mic","20 48 29.21","-43 59 19.0",5.11,"W","STAR F1IV",0.35,0.051,"","F1IV",19.6078431372549,3.64785088048968,7158.20244822872,2.97070582505076,1.13156070388387
"HR 100","Kap Phe","00 26 12.19","-43 40 48.0",3.94,"","STAR A7V",0.17,0.072,"","A7V",13.8888888888889,3.22666248215634,8402.69528332079,4.37859732230675,0.996979576426049
"HR 2668","","07 03 58.80","-43 36 42.1",6.79,"W","STAR K0V",0.8,0.052,"","K0V",19.2307692307692,5.370016718174,5280.67192699478,0.608125637283628,0.940750092684948
"HR 2667","","07 03 57.29","-43 36 29.2",5.54,"W","STAR G3V",0.64,0.052,"","G3V",19.2307692307692,4.120016718174,5815.21365745919,1.92306211735768,1.37949868823559
"HR 6380","Eta Sco","17 12 09.19","-43 14 21.1",3.33,"","STAR F3III",0.41,0.063,"","F3III-IVp",15.8730158730159,2.32670274726791,6827.43571080481,10.0304149799319,2.28559985017569
"HR 1008","","03 19 55.70","-43 04 10.9",4.27,"","STAR G8V",0.71,0.156,"","G8V",6.41025641025641,5.23562299177231,5567.72873739779,0.688257263324473,0.900275129299596
"HR 8814","","23 09 57.29","-42 51 38.2",5.81,"W","STAR F4IV",0.48,0.042,"","F4IV",23.8095238095238,3.9262464519895,6481.0089238789,2.29880122136272,1.21428731397922
"HR 3477","","08 44 24.00","-42 38 57.1",4.07,"W","STAR G5III",0.87,0.051,"","G5III",19.6078431372549,2.60785088048968,5078.23000643186,7.74211553195843,3.62961930677982
"HR 4600","","12 03 39.60","-42 26 03.1",5.15,"","STAR F6V",0.41,0.039,"","F6V",25.6410256410256,3.1053230351325,6827.43571080481,4.89633118938849,1.59689419197409
"HR 1502","Alp Cae","04 40 33.70","-41 51 50.0",4.45,"W","STAR F2V",0.34,0.045,"","F2V",22.2222222222222,2.71606256887672,7216.76297425465,7.00769146513132,1.70985227292906
"HR 8477","","22 14 38.59","-41 22 54.1",6.23,"","STAR G5V",0.65,0.046,"","G5V",21.7391304347826,4.54378915840787,5778.42373106621,1.30162037019762,1.14942168049357
"HR 4523","","11 46 31.10","-40 30 02.2",4.91,"","STAR G3V",0.66,0.099,"","G3V",10.1010101010101,4.88817597298775,5742.12894230995,0.947828167309393,0.993287365654328
"HR 3786","Psi Vel","09 30 42.00","-40 28 00.1",3.6,"W","STAR F3IV",0.36,0.065,"","F3IV+F0IV",15.3846153846154,2.66456678321428,7100.66776619471,7.34807003107303,1.80860715546272
"HR 8100","","21 12 13.61","-40 16 09.8",5.83,"","STAR F5IV",0.45,0.042,"","F5IV",23.8095238095238,3.9462464519895,6624.71247225369,2.25684337048468,1.15152303356996
"HR 4889","","12 53 26.21","-40 10 44.0",4.27,"","STAR A7III",0.21,0.056,"","A7III",17.8571428571429,3.010940135031,8086.41360089684,5.34101682406389,1.18892937876662
"HR 3421","","08 37 19.90","-40 08 51.0",6.55,"","STAR G4IV",0.6,0.059,"","G4IV-V",16.9491525423729,5.40426005821072,5967.54345019065,0.589245095899329,0.725124862014901
"HR 794","Iot Eri","02 40 40.01","-39 51 20.2",4.11,"","STAR K0III",1.02,0.038,"","K0III",26.3157894736842,2.00891798308405,4695.22627739044,13.441037933468,5.5944749853657
"HR 3140","","07 59 28.39","-39 17 49.9",5.24,"","STAR F5III",0.39,0.038,"","F5III",26.3157894736842,3.13891798308405,6933.9434519686,4.74714838263616,1.52444513758525
"HR 6094","","16 24 01.30","-39 11 35.2",5.4,"","STAR G5V",0.62,0.054,"","G5V",18.5185185185185,4.06196879911484,5890.32201232126,2.02867501431918,1.38096970825927
"HR 6398","","17 15 35.90","-38 35 38.0",5.96,"W","STAR F7V",0.58,0.042,"","F7V+G2V",23.8095238095238,4.0762464519895,6046.97292442445,2.0021721643535,1.30175917894999
"HR 5864","","15 47 28.99","-37 54 59.0",6.01,"W","STAR G6V",0.72,0.075,"","G6V",13.3333333333333,5.3853063169585,5534.19669646673,0.599621882060211,0.850521981240664
"HR 7232","","19 06 52.51","-37 48 37.1",6.16,"","STAR G5IV",0.72,0.063,"","G5IV",15.8730158730159,5.15670274726791,5534.19669646673,0.740148564364205,0.944944401089556
"HR 4979","","13 12 03.19","-37 48 11.2",4.85,"","STAR G3V",0.7,0.053,"","G3V",18.8679245283019,3.47137934800394,5601.69784421307,3.49500869711636,2.00419862114026
"HR 4557","","11 54 25.80","-37 44 56.0",6.46,"W","STAR F7V",0.52,0.052,"","F7V",19.2307692307692,5.040016718174,6299.551258613,0.824125425026,0.769543927207486
"HR 3684","","09 15 45.10","-37 24 47.9",4.62,"W","STAR F5III",0.45,0.064,"","F5III",15.625,3.65089986991944,6624.71247225369,2.96237512320551,1.31929508917806
"HR 7808","","20 26 52.99","-37 24 11.2",6.25,"W","STAR K2IV",0.97,0.042,"","K2IV-V",23.8095238095238,4.3662464519895,4815.94093466545,1.5328562154812,1.79574387175712
"HR 1503","Bet Cae","04 42 03.50","-37 08 39.8",5.05,"","STAR F1V",0.37,0.058,"","F1V",17.2413793103448,3.86713996781469,7044.13088025059,2.42741489702316,1.05626565909356
"HR 7226","Gam CrA","19 06 25.10","-37 03 47.9",4.93,"W","STAR F8V",0.52,0.054,"","F8V",18.5185185185185,3.59196879911484,6299.551258613,3.12760918846334,1.49914278566591
"HR 7227","Gam CrA","19 06 25.10","-37 03 47.9",4.99,"W","STAR F8V",0.52,0.054,"","F8V",18.5185185185185,3.65196879911484,6299.551258613,2.95946004035312,1.45828698280178
"HR 6630","Fuyue","17 49 51.50","-37 02 35.9",3.21,"W","STAR K2III",1.17,0.04,"","K2III",25,1.22029995663981,4368.44640044032,27.7894542168193,9.29270120034196
"HR 6832","Eta Sgr","18 17 37.61","-36 45 42.1",3.11,"W","STAR M3III",1.56,0.045,"e","M3.5III",22.2222222222222,1.37606256887672,3705.4360134888,24.0754809927598,12.0216709640608
"HR 5028","Iot Cen","13 20 35.81","-36 42 43.9",2.75,"","STAR A2V",0.04,0.062,"","A2V",16.1290322580645,1.71195844749127,9652.20313612445,17.6691891939954,1.51778896508089
"HR 3270","","08 18 33.29","-36 39 33.8",4.45,"","STAR A7III",0.22,0.057,"","A7III",17.5438596491228,3.22937427836246,8011.383531922,4.36767473588517,1.09538322239273
"HR 5288","Menkent","14 06 40.99","-36 22 12.0",2.06,"W","STAR K0III",1.01,0.065,"","K0-IIIb",15.3846153846154,1.12456678321428,4718.8560860257,30.3510197078348,8.32279438127212
"HR 7703","","20 11 11.90","-36 06 04.0",5.32,"W","STAR K3V",0.87,0.179,"","K3V",5.58659217877095,6.58426515489947,5078.23000643186,0.198743959585505,0.581538164672977
"HR 6748","","18 06 23.71","-36 01 10.9",5.95,"","STAR G5V",0.62,0.059,"","G5V",16.9491525423729,4.80426005821072,5890.32201232126,1.02399061599036,0.981128520782074
"HR 3992","","10 09 31.80","-35 51 24.1",6.13,"W","STAR F8V",0.6,0.048,"","F8V",20.8333333333333,4.53620618687794,5967.54345019065,1.31074293420226,1.08149264464721
"HR 5189","","13 48 55.10","-35 42 14.0",6.53,"W","STAR G3IV",0.57,0.039,"","G3IV-V",25.6410256410256,4.4853230351325,6087.54696175448,1.37363322212626,1.06391450758183
