"name","alt_name","ra","dec","vmag","multiple","class","bv_color","parallax","spect_code","spect_type","parsec","amag","temp","L","R"
"HR 7504","","19 41 52.01","+50 31 03.0",6.2,"","STAR G2V",0.66,0.039,"","G2.5V",25.6410256410256,4.1553230351325,5742.12894230995,1.86153319907914,1.39202007653171
"HR 5148","","13 40 23.21","+50 31 09.8",6.32,"","STAR F7V",0.54,0.049,"","F7-9V",20.4081632653061,4.77098040014257,6212.86601819369,1.05586365285211,0.895521322608516
"HR 7503","16 Cyg","19 41 48.89","+50 31 31.1",5.96,"","STAR G1V",0.64,0.039,"","G1.5Vb",25.6410256410256,3.9153230351325,5815.21365745919,2.32204582374725,1.51586326478052
"HR 5350","21Iot Boo","14 16 09.89","+51 22 01.9",4.75,"","STAR A9V",0.2,0.048,"","A9V",20.8333333333333,3.15620618687794,8163.00662293627,4.67215804526838,1.09122536409945
"HR 4716","5 CVn","12 24 01.51","+51 33 43.9",4.8,"","STAR G6III",0.87,0.038,"","G6IIIBa0.2",26.3157894736842,2.69891798308405,5078.23000643186,7.11922644131907,3.48054822755509
"HR 1637","9 Aur","05 06 40.61","+51 35 52.1",5,"","STAR F0V",0.33,0.052,"","F0V",19.2307692307692,3.580016718174,7276.37848235238,3.1622289677688,1.1298533605886
"HR 3775","25The UMa","09 32 51.41","+51 40 37.9",3.17,"","STAR F6IV",0.46,0.052,"","F6IV",19.2307692307692,1.750016718174,6576.05027253688,17.0605611893631,3.21308632836954
"HR 5404","23The Boo","14 25 11.81","+51 51 02.9",4.05,"W","STAR F7V",0.5,0.072,"","F7V",13.8888888888889,3.33666248215634,6388.88888888889,3.95671716594438,1.63935428500589
"HR 4363","","11 16 04.01","+52 46 23.2",6.5,"","STAR F6V",0.43,0.052,"","F6V+F9V",19.2307692307692,5.080016718174,6724.41765680052,0.794316003746499,0.663045426563192
"HR 1925","","05 41 20.30","+53 28 52.0",6.23,"W","STAR K1V",0.84,0.081,"","K1V",12.3456790123457,5.77242509439325,5162.93900265561,0.419787944419778,0.817667959204363
"HR 3662","18 UMa","09 16 11.30","+54 01 18.8",4.83,"","STAR A5V",0.19,0.042,"","A5V",23.8095238095238,2.9462464519895,8241.21457706369,5.66893424036281,1.17929987537088
"HR 6370","Alrakis","17 05 19.70","+54 28 13.1",5.8,"","STAR F7V",0.48,0.046,"","F7V",21.7391304347826,4.11378915840787,6481.0089238789,1.93412410080345,1.11381462611842
"HR 6369","21Mu Dra","17 05 19.80","+54 28 13.1",5.83,"","STAR F7V",NA,0.046,"","F7V",21.7391304347826,4.14378915840787,NA,1.88141384949668,NA
"HR 321","30Mu Cas","01 08 16.39","+54 55 13.1",5.17,"W","STAR G5V",0.69,0.136,"","G5Vb",7.35294117647059,5.83769454185109,5636.11302241333,0.395295784755308,0.665821311193425
"HR 5055","79Zet UMa","13 23 56.40","+54 55 18.1",3.95,"","STAR A1",0.13,0.047,"","A1m",21.2765957446809,2.31048928967859,8747.60628840386,10.1813246076767,1.40274804778498
"HR 5054","Mizar","13 23 55.49","+54 55 31.1",2.27,"","STAR A1V",0.02,0.047,"","A1VpSrSi",21.2765957446809,0.630489289678588,9882.4225367889,47.8414445094458,2.38249112515327
"HR 5062","Alcor","13 25 13.49","+54 59 17.2",4.01,"","STAR A5V",0.16,0.045,"","A5V",22.2222222222222,2.27606256887672,8486.08451040066,10.5093286221368,1.51435874011901
"HR 4112","36 UMa","10 30 37.61","+55 58 50.2",4.84,"","STAR F8V",0.52,0.077,"","F8V",12.987012987013,4.27245362586241,6299.551258613,1.67116199172334,1.09583718637709
"HR 4295","Merak","11 01 50.50","+56 22 57.0",2.37,"","STAR A1V",-0.02,0.053,"","A1V",18.8679245283019,0.991379348003945,10381.7666052594,34.3121759923094,1.82825847440079
"HR 6237","","16 45 17.81","+56 46 54.8",4.85,"S","STAR F2V",0.38,0.046,"","F2V",21.7391304347826,3.16378915840787,6988.5647815367,4.6396405624763,1.48361824294819
"HR 4660","Megrez","12 15 25.61","+57 01 57.0",3.31,"W","STAR A3V",0.08,0.061,"","A3V",16.3934426229508,2.23664917505384,9225.6595386702,10.8978375557211,1.30476201614107
"HR 8494","23Eps Cep","22 15 01.99","+57 02 37.0",4.19,"W","STAR F0IV",0.28,0.041,"","F0IV",24.390243902439,2.25391928359868,7591.3840138372,10.7258640146316,1.91174608044363
"HR 8832","","23 13 16.99","+57 10 05.9",5.56,"W","STAR K3V",1.01,0.152,"","K3V",6.57894736842105,6.46921793972386,4718.8560860257,0.220959574089078,0.710131755902733
"HR 3119","","08 02 35.81","+57 16 25.0",6.49,"","STAR F8V",0.62,0.038,"","F8V",26.3157894736842,4.38891798308405,5890.32201232126,1.50118012799148,1.18793947908267
"HR 7955","","20 45 21.10","+57 34 46.9",4.51,"W","STAR F8IV",0.54,0.046,"","F8IV-V",21.7391304347826,2.82378915840787,6212.86601819369,6.34577013770257,2.19540262589953
"HR 219","Achird","00 49 06.00","+57 48 56.9",3.44,"","STAR F9V",0.57,0.176,"","F9V+dM0",5.68181818181818,4.66756333907075,6087.54696175448,1.16138085987779,0.978269852931741
"HR 7522","","19 43 14.59","+58 00 59.0",6.22,"","STAR G0V",0.56,0.045,"","G0V",22.2222222222222,4.48606256887672,6128.71133670347,1.37269791000459,1.04931321012673
"HR 4760","74 UMa","12 29 57.31","+58 24 20.9",5.35,"","STAR A5",0.2,0.039,"","A5Del Del",25.6410256410256,3.3053230351325,8163.00662293627,4.0725908946534,1.01880503447249
"HR 5","","00 06 16.01","+58 26 12.1",5.96,"","STAR G5V",0.67,0.047,"","G5V",21.2765957446809,4.32048928967859,5706.31890614856,1.59883734627414,1.30630939646495
"HR 5986","13The Dra","16 01 53.30","+58 33 55.1",4.01,"","STAR F8IV",0.52,0.051,"","F8IV",19.6078431372549,2.54785088048968,6299.551258613,8.18200325252869,2.42474784970841
"HR 5744","Edasich","15 24 55.80","+58 57 58.0",3.29,"W","STAR K2III",1.16,0.04,"","K2III",25,1.30029995663981,4388.74077437094,25.8154688743851,8.87393282305317
"HR 3888","29Ups UMa","09 50 59.40","+59 02 19.0",3.8,"","STAR F2IV",0.29,0.041,"","F2IV",24.390243902439,1.86391928359868,7526.0143827317,15.3614526510089,2.32778058980375
"HR 21","Caph","00 09 10.70","+59 08 58.9",2.27,"","STAR F2III",0.34,0.072,"","F2III-IV",13.8888888888889,1.55666248215634,7216.76297425465,20.3861402240289,2.91634304044203
"HR 265","Castula","00 56 39.79","+59 10 52.0",4.63,"","STAR G8III",0.96,0.051,"","G8IIIbFe-0.5",19.6078431372549,3.16785088048968,4840.87544177459,4.62231616538798,3.08629897567891
"HR 2715","18 Lyn","07 15 54.91","+59 38 15.0",5.2,"","STAR K2III",1.07,0.042,"","K2III",23.8095238095238,3.3162464519895,4580.71996243678,4.0318226397581,3.21913516217795
"HR 4867","","12 48 39.41","+60 19 12.0",5.85,"","STAR F5V",0.46,0.041,"","F5V",24.390243902439,3.91391928359868,6576.05027253688,2.32504994522547,1.18615619425895
"HR 4439","","11 32 20.81","+61 04 57.0",5.48,"","STAR F8V",0.5,0.045,"","F8V",22.2222222222222,3.74606256887672,6388.88888888889,2.71378209312407,1.35766556465038
"HR 244","","00 53 04.10","+61 07 27.1",4.82,"","STAR F8V",0.53,0.066,"","F8V",15.1515151515152,3.91771967770934,6255.88488807297,2.31692581743959,1.30838197941451
"HR 3648","16 UMa","09 14 20.59","+61 25 23.9",5.13,"W","STAR F9V",0.58,0.047,"","F9V",21.2765957446809,3.49048928967859,6046.97292442445,3.43403157550558,1.70483393349994
"HR 6132","Athebyne","16 23 59.50","+61 30 51.1",2.74,"","STAR G8III",0.91,0.051,"","G8-IIIab",19.6078431372549,1.27785088048968,4969.76118064274,26.3547953268997,6.99221497477737
"HR 4301","Dubhe","11 03 43.70","+61 45 02.9",1.79,"","STAR K0III",1.07,0.038,"e","K0IIIa",26.3157894736842,-0.311082016915949,4580.71996243678,113.876158117378,17.1082231226413
"HR 7957","3Eta Cep","20 45 17.40","+61 50 20.0",3.43,"","STAR K0IV",0.92,0.071,"","K0IV",14.0845070422535,2.68629174359538,4943.40586987027,7.20250059055944,3.69441008021021
"HR 6573","26 Dra","17 34 59.50","+61 52 30.0",5.23,"","STAR G0V",0.61,0.069,"","G0Va",14.4927536231884,4.42424545368628,5928.66279537508,1.45312113194483,1.15370133995826
"HR 8162","Alderamin","21 18 34.80","+62 35 08.2",2.44,"","STAR A7V",0.22,0.068,"","A7V",14.7058823529412,1.60254456353118,8011.383531922,19.5425924247902,2.31703197811374
"HR 7850","2The Cep","20 29 34.90","+62 59 39.1",4.22,"","STAR A7III",0.2,0.038,"","A7III",26.3157894736842,2.11891798308405,8163.00662293627,12.1459868548599,1.75943040492104
"HR 3757","23 UMa","09 31 31.70","+63 03 42.8",3.67,"","STAR F0IV",0.33,0.041,"","F0IV",24.390243902439,1.73391928359868,7276.37848235238,17.3153903513778,2.64387895922636
"HR 511","","01 47 44.81","+63 51 07.9",5.63,"W","STAR K0V",0.81,0.107,"","K0V",9.34579439252336,5.77691888842605,5250.70638342662,0.418054059151575,0.78892686019831
"HR 6850","36 Dra","18 13 53.81","+64 23 49.9",5.03,"","STAR F5V",0.38,0.047,"","F5V",21.2765957446809,3.39048928967859,6988.5647815367,3.7653407474091,1.33654054708245
"HR 3391","3Pi 1UMa","08 39 11.71","+65 01 14.9",5.64,"","STAR G1V",0.62,0.073,"","G1.5Vb",13.6986301369863,4.95661430060228,5890.32201232126,0.88992678787811,0.914650238761632
"HR 6315","19 Dra","16 56 01.70","+65 08 04.9",4.89,"","STAR F6V",0.48,0.062,"v","F6V",16.1290322580645,3.85195844749127,6481.0089238789,2.46159511281424,1.25654792907931
"HR 4072","","10 24 07.90","+65 33 59.0",4.97,"","STAR A0",-0.06,0.043,"","A0pSiSr:Hg:",23.2558139534884,3.13734227789793,10941.1685276838,4.75404281682469,0.612717262858165
"HR 8694","32Iot Cep","22 49 40.80","+66 12 02.2",3.52,"","STAR K0III",1.05,0.041,"","K0-III",24.390243902439,1.58391928359868,4625.80966805384,19.8807281395666,7.00965448347955
"HR 7783","","20 17 31.30","+66 51 14.0",5.93,"","STAR G3V",0.58,0.067,"","G3V",14.9253731343284,5.06037401350413,6046.97292442445,0.808817230496995,0.827380224284091
"HR 3616","13Sig2UMa","09 10 23.21","+67 08 04.9",4.8,"","STAR F6IV",0.49,0.056,"","F6IV",17.8571428571429,3.540940135031,6434.59264125922,3.27811319555636,1.47104461379843
"HR 6518","","17 25 00.19","+67 18 23.0",6.43,"","STAR K0V",0.76,0.078,"","K0V",12.8205128205128,5.8904730134524,5404.26756361682,0.376539719389838,0.70678561051319
"HR 5691","","15 14 38.30","+67 20 48.1",5.13,"","STAR F9IV",0.53,0.046,"","F9IV",21.7391304347826,3.44378915840787,6255.88488807297,3.58496018444794,1.62749872772556
"HR 6596","28Ome Dra","17 36 57.10","+68 45 29.2",4.8,"W","STAR F5V",0.43,0.045,"","F5V",22.2222222222222,3.06606256887672,6724.41765680052,5.07662369445172,1.67623194748558
"HR 7462","Alsafi","19 32 21.60","+69 39 40.0",4.68,"W","STAR K0V",0.79,0.177,"","K0V",5.64971751412429,5.91986633180903,5311.00366274258,0.366482690637072,0.721987234585208
"HR 3771","24 UMa","09 34 28.90","+69 49 49.1",4.56,"","STAR G4III",0.77,0.042,"","G4III-IV",23.8095238095238,2.6762464519895,5372.79413651137,7.26944774748311,3.14200083216924
"HR 8474","","22 10 38.90","+70 07 58.1",5.5,"","STAR F2V",0.38,0.038,"","F2V",26.3157894736842,3.39891798308405,6988.5647815367,3.73622314761169,1.33136274455802
"HR 427","38 Cas","01 31 13.80","+70 15 52.9",5.81,"","STAR F6V",0.47,0.039,"","F6V",25.6410256410256,3.7653230351325,6528.15538382991,2.66606532181712,1.28887385520019
"HR 6636","Dziban","17 41 56.30","+72 08 56.0",4.58,"","STAR F5IV",0.42,0.054,"","F5IV-V",18.5185185185185,3.24196879911484,6775.50181903304,4.31730250958219,1.52257710450524
"HR 6637","31Psi1Dra","17 41 58.01","+72 09 24.8",5.79,"","STAR G0V",0.53,0.054,"","G0V",18.5185185185185,4.45196879911484,6255.88488807297,1.41648663233937,1.02302142598236
"HR 6927","44Chi Dra","18 21 03.41","+72 43 58.1",3.57,"W","STAR F7V",0.49,0.12,"","F7V",8.33333333333333,3.96590623023812,6434.59264125922,2.21634573270886,1.20957450726732
"HR 2365","","06 37 54.91","+73 41 44.2",6.24,"","STAR F2",0.38,0.039,"","F2",25.6410256410256,4.1953230351325,6988.5647815367,1.79419972571206,0.922604119722087
"HR 5563","Kochab","14 50 42.31","+74 09 20.2",2.08,"W","STAR K4III",1.47,0.039,"","K4-III",25.6410256410256,0.035323035132496,3839.19501783504,82.7695865742385,20.7640006320794
"HR 9038","","23 52 25.10","+75 32 40.9",6.39,"","STAR K3V",0.98,0.097,"","K3V",10.3092783505155,6.32385867133122,4791.27622506509,0.252613485665307,0.736515403464533
"HR 6116","21Eta UMi","16 17 30.31","+75 45 19.1",4.95,"W","STAR F5V",0.37,0.043,"","F5V",23.2558139534884,3.11734227789793,7044.13088025059,4.84242707165816,1.49187590013569
"HR 7312","59 Dra","19 09 09.79","+76 33 38.2",5.13,"","STAR A9V",0.31,0.049,"","A9V",20.4081632653061,3.58098040014257,7398.89677649071,3.1594234695093,1.09225985091311
"HR 9034","","23 51 57.60","+77 35 57.8",6.55,"","STAR F5V",0.44,0.042,"","F5V",23.8095238095238,4.6662464519895,6674.16152396619,1.16279035080814,0.814354069124874
"HR 8974","Errai","23 39 20.81","+77 37 57.0",3.21,"","STAR K1III",1.03,0.064,"","K1III-IV",15.625,2.24089986991944,4671.84461782582,10.855255553445,5.07807642943492
"HR 6238","","16 37 52.90","+78 55 05.9",6.32,"","STAR G9III",1.14,0.047,"","G9III",21.2765957446809,4.68048928967859,4429.92922493434,1.14763631982703,1.83638845467095
"HR 1686","","05 22 33.50","+79 13 52.0",5.05,"","STAR F6V",0.47,0.054,"","F6V",18.5185185185185,3.71196879911484,6528.15538382991,2.80035106775923,1.3209344335274
"HR 2401","","06 46 14.09","+79 33 52.9",5.45,"","STAR F8V",0.5,0.049,"","F8V",20.4081632653061,3.90098040014257,6388.88888888889,2.35292367685257,1.26418093532599
"HR 5829","","15 29 10.99","+80 26 55.0",6.58,"","STAR G0IV",0.67,0.039,"","G0IV-V+G8IV-V",25.6410256410256,4.5353230351325,5706.31890614856,1.31180954304331,1.18325759757809
"HR 4084","","10 31 04.61","+82 33 31.0",5.26,"","STAR F2V",0.37,0.047,"","F2V",21.2765957446809,3.62048928967859,7044.13088025059,3.04652175773797,1.18332297313926
